DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1981-Q4,271561,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1982-Q1,271693,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1982-Q2,271785,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1982-Q3,272191,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1982-Q4,272698,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1983-Q1,273140,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1983-Q2,273504,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1983-Q3,273600,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1983-Q4,273774,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1984-Q1,273782,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1984-Q2,273850,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1984-Q3,273690,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1984-Q4,273700,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1985-Q1,273631,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1985-Q2,273489,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1985-Q3,273077,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1985-Q4,272897,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1986-Q1,272450,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1986-Q2,271890,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1986-Q3,271088,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1986-Q4,270403,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1987-Q1,269578,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1987-Q2,268848,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1987-Q3,267917,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1987-Q4,266954,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1988-Q1,265883,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1988-Q2,264797,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1988-Q3,263785,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1988-Q4,262870,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1989-Q1,261730,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1989-Q2,260446,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1989-Q3,259432,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1989-Q4,258669,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1990-Q1,257769,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1990-Q2,256929,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1990-Q3,256616,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1990-Q4,256383,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1991-Q1,256088,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1991-Q2,255809,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1991-Q3,256920,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1991-Q4,257939,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1992-Q1,258918,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1992-Q2,259840,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1992-Q3,261215,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1992-Q4,262507,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1993-Q1,263837,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1993-Q2,265010,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1993-Q3,266456,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1993-Q4,267935,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1994-Q1,269242,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1994-Q2,270445,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1994-Q3,272062,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1994-Q4,273648,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1995-Q1,275117,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1995-Q2,276842,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1995-Q3,278595,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1995-Q4,280485,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1996-Q1,282150,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1996-Q2,283939,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1996-Q3,286104,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1996-Q4,288295,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1997-Q1,290235,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1997-Q2,292066,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1997-Q3,294092,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1997-Q4,296306,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1998-Q1,298233,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1998-Q2,300143,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1998-Q3,303479,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1998-Q4,306882,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1999-Q1,310125,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1999-Q2,313278,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1999-Q3,316454,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,1999-Q4,319798,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2000-Q1,323109,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2000-Q2,326328,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2000-Q3,329751,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2000-Q4,333265,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2001-Q1,336809,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2001-Q2,340285,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2001-Q3,346005,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2001-Q4,351989,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2002-Q1,357808,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2002-Q2,363145,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2002-Q3,367766,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2002-Q4,372682,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2003-Q1,377534,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2003-Q2,381778,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2003-Q3,384198,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2003-Q4,386911,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2004-Q1,389645,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2004-Q2,391996,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2004-Q3,394314,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2004-Q4,397007,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2005-Q1,399602,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2005-Q2,401965,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2005-Q3,403761,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2005-Q4,405606,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2006-Q1,407319,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2006-Q2,408988,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2006-Q3,408497,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2006-Q4,408151,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2007-Q1,407765,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2007-Q2,407178,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2007-Q3,408184,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2007-Q4,409165,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2008-Q1,410380,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2008-Q2,411245,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2008-Q3,412894,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2008-Q4,414501,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2009-Q1,415861,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2009-Q2,417369,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2009-Q3,418997,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2009-Q4,420983,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2010-Q1,422885,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2010-Q2,424762,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2010-Q3,426876,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2010-Q4,429136,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2011-Q1,431348,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2011-Q2,433506,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2011-Q3,435781,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2011-Q4,437995,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2012-Q1,440151,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2012-Q2,442392,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2012-Q3,444417,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2012-Q4,446590,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2013-Q1,448543,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2013-Q2,450611,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2013-Q3,452597,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2013-Q4,454768,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2014-Q1,456834,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2014-Q2,458789,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2014-Q3,460860,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2014-Q4,463059,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2015-Q1,465038,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2015-Q2,466999,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2015-Q3,469226,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2015-Q4,471512,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2016-Q1,473762,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2016-Q2,476044,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2016-Q3,478363,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2016-Q4,480632,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2017-Q1,482784,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2017-Q2,484883,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2017-Q3,486537,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2017-Q4,487891,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2018-Q1,489373,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2018-Q2,490979,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2018-Q3,492054,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2018-Q4,493088,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2019-Q1,494043,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2019-Q2,495359,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2019-Q3,496077,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2019-Q4,497101,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2020-Q1,497459,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2020-Q2,496885,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2020-Q3,494984,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2020-Q4,493118,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2021-Q1,491065,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2021-Q2,489396,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2021-Q3,486252,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A55: 55-59,1: New South Wales,Q: Quarterly,2021-Q4,484197,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1981-Q4,430534,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1982-Q1,426973,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1982-Q2,423378,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1982-Q3,420644,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1982-Q4,417849,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1983-Q1,415015,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1983-Q2,411831,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1983-Q3,409617,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1983-Q4,407451,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A59: 5-9,1: New South Wales,Q: Quarterly,1984-Q1,405237,PSNS: Persons,,
