DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2004-Q3,250999,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2004-Q4,252465,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2005-Q1,254071,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2005-Q2,255272,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2005-Q3,256149,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2005-Q4,257301,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2006-Q1,258466,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2006-Q2,259372,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2006-Q3,261107,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2006-Q4,263030,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2007-Q1,264967,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2007-Q2,266819,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2007-Q3,268793,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2007-Q4,270772,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2008-Q1,273228,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2008-Q2,275345,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2008-Q3,278702,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2008-Q4,282088,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2009-Q1,285172,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2009-Q2,288513,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2009-Q3,291879,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2009-Q4,295417,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2010-Q1,299024,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2010-Q2,302524,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2010-Q3,306151,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2010-Q4,309936,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2011-Q1,313697,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2011-Q2,317349,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2011-Q3,322448,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2011-Q4,327463,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2012-Q1,332627,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2012-Q2,337910,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2012-Q3,342022,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2012-Q4,346603,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q1,351152,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q2,355442,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q3,357974,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q4,360654,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q1,363283,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q2,365752,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q3,368282,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q4,370981,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q1,373674,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q2,376166,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q3,378479,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q4,381067,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2016-Q1,383483,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2016-Q2,385912,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2016-Q3,385643,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2016-Q4,385490,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2017-Q1,384931,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2017-Q2,384663,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2017-Q3,385433,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2017-Q4,386215,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2018-Q1,387026,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2018-Q2,387738,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2018-Q3,388956,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2018-Q4,390462,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2019-Q1,391667,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2019-Q2,393442,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2019-Q3,395773,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2019-Q4,399109,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2020-Q1,401697,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2020-Q2,403024,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2020-Q3,404291,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2020-Q4,405668,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2021-Q1,406423,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2021-Q2,407594,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2021-Q3,408672,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2021-Q4,410683,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1981-Q4,279164,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1982-Q1,278242,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1982-Q2,277270,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1982-Q3,275610,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1982-Q4,274040,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1983-Q1,272527,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1983-Q2,270966,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1983-Q3,269414,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1983-Q4,268008,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1984-Q1,266689,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1984-Q2,265512,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1984-Q3,264525,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1984-Q4,263543,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1985-Q1,262480,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1985-Q2,261289,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1985-Q3,261188,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1985-Q4,261313,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1986-Q1,261373,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1986-Q2,261472,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1986-Q3,262738,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1986-Q4,264113,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1987-Q1,265251,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1987-Q2,266449,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1987-Q3,267966,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1987-Q4,269522,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1988-Q1,271035,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1988-Q2,272484,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1988-Q3,274173,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1988-Q4,275928,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1989-Q1,277627,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1989-Q2,279140,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1989-Q3,281178,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1989-Q4,283203,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1990-Q1,285051,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1990-Q2,286846,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1990-Q3,288688,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1990-Q4,290570,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1991-Q1,292548,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1991-Q2,294456,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1991-Q3,295935,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1991-Q4,297305,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1992-Q1,298637,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1992-Q2,299945,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1992-Q3,301185,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1992-Q4,302367,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1993-Q1,303666,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1993-Q2,304887,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1993-Q3,307983,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1993-Q4,311155,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1994-Q1,314285,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1994-Q2,317332,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1994-Q3,320901,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1994-Q4,324299,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1995-Q1,327649,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1995-Q2,331237,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1995-Q3,334582,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1995-Q4,337972,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1996-Q1,341034,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1996-Q2,344274,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1996-Q3,350835,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1996-Q4,357259,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1997-Q1,363707,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1997-Q2,370086,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1997-Q3,375639,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1997-Q4,381214,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1998-Q1,386693,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1998-Q2,392089,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1998-Q3,395467,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1998-Q4,398867,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1999-Q1,402149,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1999-Q2,405592,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1999-Q3,408877,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,1999-Q4,412167,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2000-Q1,415363,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2000-Q2,418513,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2000-Q3,421626,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2000-Q4,424715,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2001-Q1,427873,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2001-Q2,431006,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2001-Q3,430344,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2001-Q4,429883,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2002-Q1,429004,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2002-Q2,427932,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2002-Q3,427859,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2002-Q4,428048,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2003-Q1,428270,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2003-Q2,428188,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2003-Q3,428515,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2003-Q4,429205,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2004-Q1,429788,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2004-Q2,430241,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2004-Q3,430965,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2004-Q4,431860,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2005-Q1,432857,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2005-Q2,433627,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2005-Q3,434927,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2005-Q4,436242,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2006-Q1,437490,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2006-Q2,438790,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2006-Q3,440918,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,1: New South Wales,Q: Quarterly,2006-Q4,443142,PSNS: Persons,,
